FEAT,LAT,LONG,DIMEN( km),MVC#,C1-MIDR,FMIDR,    COMMENTS,NAMES,OTHER CLASSIFICATIONS
SF,-26.5,319,250, -26.5/319SF,30S315;201,,Low # density; Radar bright and Radar dark halos,,
SF,-27,187,100, -27/187SF,30S189,,,,
SF,-27,200,250, -27/200SF,30S207,,"Broad region, Radar bright shields, radar dark plains, streaks.",,
SF,-27,221.5,100, -27/221.5SF,30S225,,,,
SF,-27,230,100, -27/230SF,30S225,,"Associated lavas bury ""rift"" trend; radar dark flows",,
SF,-27,237,200x100, -27/237SF,30S243,,Associated w/SFC  at -26/238; located on ridge-like structural trend,,
SF,-28,198,120, -28/198SF,30S189,,Radar bright field; small 1-3 km shields,,
SF,-28.5,256.5,80, -28.5/256.5SF,30S261,,Located on rift trend,,
SF,-29,69,200-300, -29/69SF,30S063,,Low # density,,
SF,-29,299,100, -29/299SF,30S297,,,,
SF,-29,305.5,200, -29/305.5SF,30S297,,Broad region centered on margin of possible circular feature,,
SF,-29,319.5,150, -29/319.5SF,30S315;201,,Radar bright halos; low to mod # density,,
SF,-29,327,500x500, -29/327SF,30S333;301,,Moderate # density; sm local clusters of 50 to 100 km diam,,
SF,-29.5,157,150, -29.5/157SF,30S153,,"ConceSFCtration of ""Radar bright halo type"" shields",,
SF,-29.5,163.5,200, -29.5/163.5SF,30S153,,Low # density; irregular boundary,,
SF,-29.5,235,150x80, -29.5/235SF,30S243,,"Includes. one elongate shield w/elongate Radar bright pit (small IV/RF appearance but no ""petal""-like flows are identified",,
SF,-29.5,245,100, -29.5/245SF,30S243,,,,"CO, Ref 1"
SF,-29.5,253.5,100, -29.5/253.5SF,30S261,,Edifices w/elongate pits predominant; associated mottled plains,,
SF,-29.5,300.5,100, -29.5/300.5SF,30S297,,,,
SF,-29.5,315.5,100, -29.5/315.5SF,30S315;201,,High # density,,
SF,-29.5,322,130, -29.5/322SF,30S315;301,,Mod # density; some sm rf-type,,
SF,-30,85,80x100, -30/85SF,30S081,,,,
SF,-30,221,100X80, -30/221SF,30S225,,Low # density,,
SF,-30,225.5,100, -30/225.5SF,30S225,,,,
SF,-30,276.5,100, -30/276.5SF,30S279,,Located inside CO,,
SF,-30,313,400, -30/313SF,30S315,,Sm Radar bright shields,,
SF,-30,340,100, -30/340SF,30S333,,,,
SF,-30.5,19,100, -30.5/19SF,30S009,,Low # density,,
SF,-30.5,34.5,100, -30.5/34.5SF,30S027,,Large summit pits,,
SF,-30.5,234,80, -30.5/234SF,30S225,,"Buries ""rift""-type structure; associated radial flows",,
SF,-30.5,289,80x50, -30.5/289SF,30S297,,Predominantly domical small shields (up to 15 km diam) w/summit pits,,
SF,-31,73,400, -31/73SF,30S081,,"Broad plains area with ""Radar bright haloes"" 30-40 km",,
SF,-31,105,100, -31/105SF,30S099,,,,
SF,-31,249,150x80, -31/249SF,30S243,,,,
SF,-31,334,60, -31/334SF,30S333;301,,Radar dark associated material; sm # density,,
SF,-31.5,259,75, -31.5/259SF,30S261,,Located inside CO,,"CO, Ref 1"
SF,-31.5,274,150, -31.5/274SF,30S279,,,,
SF,-31.5,315,80, -31.5/315SF,30S315;201,,High # density,,
SF,-32,25,300, -32/25SF,30S027,,Radar bright halo-type distributed over broad region,,
SF,-32,305,150x100, -32/305SF,30S297,,Med sized Radar bright and Radar dark shields,,
SF,-32.5,6,100, -32.5/6SF,30S009,,Small (1-3 km) edifices on margin of tessera,,
SF,-32.5,137,100, -32.5/137SF,30S135,,,,
SF,-32.5,220,100, -32.5/220SF,30S225,,,,
SF,-32.5,223.5,150, -32.5/223.5SF,30S225,,,,
SF,-32.5,316,120, -32.5/316SF,30S315;201,,Moderate # density; partially embayed by flows from -33.5/318LV,,
SF,-33,298.5,60, -33/298.5SF,30S297,,,,
SF,-33,337,100, -33/337SF,30S333,,Mottled region,,
SF,-33.5,234,100, -33.5/234SF,30S243,,,,
SF,-33.5,243,150x100, -33.5/243SF,30S243,,,,
SF,-33.5,296.5,60, -33.5/296.5SF,30S297,,,,
SF,-34,197,200x150, -34/197SF,30S189,,,,
SF,-34,292.5,90x50, -34/292.5SF,30S297,,High # density,,
SF,-34,334,80x200, -34/334SF,30S333;301,,Sm-sized shields; low # density,,
SF,-34,341,100, -34/341SF,30S333,,"Minor, Radar dark flows",,
SF,-35,11,100, -35/11SF,30S009,,AbuSFCdant summit pits; edifices 8-10 km diam,,
SF,-35,236.5,80, -35/236.5SF,30S243,,Well-defined cluster,,
SF,-35.5,221.5,150X250, -35.5/221.5SF,30S225,,,,
SF,-36,256,100X70, -36/256SF,30S261,,,,
SF,-36.5,6,70, -36.5/6SF,30S009,,Located near center of corona,,
SF,-36.5,227,80, -36.5/227SF,30S225,,"Located on ""rift"" trend",,
SF,-36.5,246,200, -36.5/246SF,30S243,,ncludes one RF-type shield (<20 km) at SW edge of field; several flat-topped larger shields on SE edge of field,,
SF,-36.5,284.5,200, -36.5/284.5SF,30S279,,Includes one RF-like small shield w/elongated pit,,
SF,-37,206,80, -37/206SF,30S207,,"Radar bright plain, compact cluster",,
SF,-37.5,70.5,150, -37.5/70.5SF,30S063,,Core of SF with surrounding AR-like wrap-around fractures,[Indrani Corona],
SF,-37.5,253,>70x100, -37.5/253SF,30S243,,,,
SF,-37.5,253,150, -37.5/253SF,45S244,,Includes intermediate-size cone-type edifice,,
SF,-38,77,200, -38/77SF,45S074,,"Old(?), in fracture belt",,
SF,-38,235.5,300x100, -38/235.5SF,45S244,,"Low # density cluster; includes a ""flat-top"" shield (SE) and possible sm FD (NW)",,
SF,-39,54,200, -39/54SF,45S053;202,,High # density; locus for regional structural pattern,,
SF,-39,135,200, -39/135SF,45S138,,Low # density,,
SF,-39,182,100, -39/182SF,45S180,,,,
SF,-39,185,100, -39/185SF,45S180,,,,
SF,-39.5,316.5,200, -39.5/316.5SF,45S307;201,,Radar bright halo shields; radar dark ridged plains,,
SF,-40,335,100, -40/335SF,45S329;301,,Radar dark + Radar bright halos,,
SF,-41,206,100-200, -41/206SF,45S202,,,,
SF,-41,259,200, -41/259SF,45S265,,Associated w/other volcanic-looking features that are not well-defined or easily classified,,
SF,-41,261.5,200, -41/261.5SF,45S265,,High # density,,
SF,-41,266,100, -41/266SF,45S265,,,,
SF,-41,289,150, -41/289SF,45S286,,Low # density; shields located in radial structure pattern associated w/AR,,
SF,-41.5,240,80, -41.5/240SF,45S244,,Radar bright summit pits,,
SF,-42,32,200, -42/32SF,45S032,,,,
SF,-42,62,200, -42/62SF,45S053;202,,Low # density,,
SF,-42,66,150x100, -42/66SF,45S074,,Low # density,,
SF,-42,277.5,80, -42/277.5SF,45S286,,High # density,,
SF,-42,280,80, -42/280SF,45S286,,Low # density; located in interior of CO,,"CO, Ref 1"
SF,-42.5,261,200, -42.5/261SF,45S265,,Low # density,,
SF,-42.5,267,250x150, -42.5/267SF,45S265,,Radar dark shields on very Radar dark plains,,
SF,-43,213,250, -43/213SF,45S223,,Radar bright halos,,
SF,-44,83,200x100, -44/83SF,45S074,,Associated mottled flows,,
SF,-44,202,80, -44/202SF,45S202,,,,
SF,-44,243,150x80, -44/243SF,45S244,,Irregular,,
SF,-44,345,200x300, -44/345SF,45S350,,,,
SF,-44.5,67,200x100, -44.5/67SF,45S074,,,,
SF,-44.5,250,150, -44.5/250SF,45S244,,"High # density; several ""flat-top"" shields",,
SF,-46,209,150, -46/209SF,45S202,,Associated w/ AR -47/210,,
SF,-46,264,300, -46/264SF,45S265,,3 or more overlapping CO-type circular regions w/interior sm shields and some associated radial flows,,"CO, Ref 1"
SF,-47,10.5,80, -47/10.5SF,45S011,,,,
SF,-47,85,100, -47/85SF,45S074,,Low # density,,
SF,-48,12,100, -48/12SF,45S011,,,,
SF,-48,22,200, -48/22SF,45S032,,Region includes many small pits--may be source of LF at -47/27,,
SF,-48,36,150, -48/36SF,45S032,,,,
SF,-48,115,250, -48/115SF,45S117,,Low # density,,
SF,-48,211,150, -48/211SF,45S202,,,,
SF,-48,274,100, -48/274SF,45S286,,,,
SF,-49,197,200x150, -49/197SF,45S202,,,,
SF,-49,300,75, -49/300SF,45S307;201,,Low # density,,
SF,-49,343,100, -49/343SF,45S350,,,,
SF,-49.5,59.5,100, -49.5/59.5SF,45S053;202,,Moderate to high # density; associated Radar dark plains,,
SF,-50,33,150, -50/33SF,45S032,,,,
SF,-50,76,200, -50/76SF,45S074,,,,
SF,-50,241,150, -50/241SF,45S244,,Circular compact Radar bright regionw/many small shields; gradiale laterally into radar bright halo SF,,
SF,-50,252,200, -50/252SF,45S244,,High # density,,
SF,-50,252,200, -50/252SF,45S265,,,,
SF,-50,256,150, -50/256SF,45S244,,Radar bright halo type,,
SF,-50,286.5,500, -50/286.5SF,45S286,,High # density over large area encompassing AR and surrounding fractures,,
SF,-50,297,150, -50/297SF,45S286,,Radar dark shields w/ associated Radar dark plains,,
SF,-50,356,150x200, -50/356SF,45S350,,,,
SF,-50.5,270,300, -50.5/270SF,45S265,,Low # density; could be interior of old CO (irregular and not well-defined),,
SF,-50.5,304.5,60, -50.5/304.5SF,45S307;201,,Low # density,,
SF,-51,10,60, -51/10SF,45S011,,,,
SF,-51,87, ----, -51/87SF,45S096,,Low # density; edifices scattered throughout plains,,
SF,-51,160,500, -51/160SF,45S159,,May be older than surrounding plains,,
SF,-51,261,300X150, -51/261SF,45S265,,Parallel to fracture trend,,
SF,-51,273,50, -51/273SF,45S286,,,,
SF,-52,302.5,150, -52/302.5SF,45S307;201,,Equant; high # density; associated Radar dark plains,,
SF,-52.5,317,70, -52.5/317SF,60S319;201,,High # density; sm-size sh,,
SF,-53,164,150, -53/164SF,60S153,,,,
SF,-53.5,157,150, -53.5/157SF,60S153,,Low # density,,
SF,-53.5,175,400x200, -53.5/175SF,60S180,,,,
SF,-53.5,321.5,50x100, -53.5/321.5SF,60S319;201,,,,
SF,-54,242,100, -54/242SF,60S236,,,,
SF,-54,302,50, -54/302SF,60S291;201,,Small sized shields; high # density,,
SF,-54.5,162,100, -54.5/162SF,60S153,,,,
SF,-54.5,339,150, -54.5/339SF,60S347;201,,Low # density,,
SF,-55,270,200, -55/270SF,60S263,,,,
SF,-55,278,250, -55/278SF,60S263,,,,
SF,-55.5,303,150, -55.5/303SF,60S291;201,,Low # density,,
SF,-56.5,167,100, -56.5/167SF,60S153,,,,
SF,-56.5,238,70, -56.5/238SF,60S236,,,,
SF,-57,255,100, -57/255SF,60S263,,,,
SF,-57,317,50, -57/317SF,60S319;201,,,,
SF,-59,61,50, -59/61SF,60S070;201,,High # density; small shield volcano; associated larger SSD-type small shield volcano to NE,,
SF,-59,132,50x100, -59/132SF,60S125,,Mod # density; only part of it visible on this C1,,
SF,-59,300,200x100, -59/300SF,60S291,,High # density,,
SF,-59,301,150x75, -59/301SF,60S319;201,,,,
SF,-59,305,75, -59/305SF,60S291;201,,Elongate field,,
SF,-59,350,100, -59/350SF,60S347,,Source for some local radial flows; appears to cover east margin of CO and east edge of LV at -58.5/351,,
SF,-60,167,70, -60/167SF,60S153,,centered on radial fracture pattern; interior of -60.5/166AR,,
SF,-60,290,120, -60/290SF,60S291,,High  # density,,
SF,-60.5,253,70, -60.5/253SF,60S236,,,,
SF,-61,294,80, -61/294SF,60S291,,High # density,,
SF,-61,302,100, -61/302SF,60S319;201,,,,
SF,-61,326,150, -61/326SF,60S319;201,,Low # density,,
SF,-61.5,55.5,100, -61.5/55.5SF,60S070;201,,Low # density; Radar bright sh on Radar dark plains,,
SF,-62,307,100, -62/307SF,60S319;201,,Low # density,,
SF,-62,307,150, -62/307SF,60S291;201,,Low # density; large-sized sh w/pits,,
SF,-62,347,200, -62/347SF,60S347;201,,Low # density,,
SF,-62.5,168,200x300, -62.5/168SF,60S153;201,,Moderate # density; Radar bright sh,,
SF,-63.5,109,100, -63.5/109SF,60S125,,Mod # density,,
SF,-63.5,280,70, -63.5/280SF,60S263,,,,
SF,-64,156,150, -64/156SF,60S153;201,,Radar dark sh in Radar bright local plains; moderate # density,,
SF,-64,317,60, -64/317SF,60S319;201,,associated w/large area of dispersed shields,,
SF,-64.5,298,70, -64.5/298SF,60S291,,High # density,,
SF,-65,52,50, -65/52SF,60S070;201,,Moderate # density; Radar bright shields on radar dark plain,,
SF,-65,231.5,200, -65/231.5SF,60S236;201,,Moderate # density,,
SF,-65,275,100, -65/275SF,60S263,,,,
SF,-65,293,130, -65/293SF,60S291,,High # density,,
SF,-65.5,65,50, -65.5/65SF,60S070;201,,Low # density,,
SF,-66,27,250, -66/27SF,60S014,,,,
SF,-66,179,100, -66/179SF,60S180;201,,Associated Radar bright plains,,
SF,-66.5,84,70, -66.5/84SF,60S070,,May be interior of not well-defined AR,,"CO, Ref 1"
SF,-66.5,210,150, -66.5/210SF,60S208,,Some associated plains flows that are covering regional ridges,,
SF,-67,52,100, -67/52SF,60S042,,,,
SF,-67,53,150, -67/53SF,60S070;201,,Low # density,,
SF,-67,115,80, -67/115SF,60S125,,Mod # density,,
SF,-67,124,200, -67/124SF,60S125;201,,Low # density,,
SF,-69,54,100, -69/54SF,75S068;1,,Moderate # density,,
SF,-69,80,70, -69/80SF,75S068;201,,Moderate # density; interior of -70.5/82CO,,
SF,-70,108,100, -70/108SF,75S113;201,,Low # density; associated sm Radar dark patches,,
SF,-70.5,79,100, -70.5/79SF,75S068;201,,Low to moderate # density; interior of -70.5/82CO,,
SF,-71,48,80, -71/48SF,75S068;1,,Low # density,,
SF,-71,50,100, -71/50SF,75S023;1,,Low # density,,
SF,-71.5,99,150, -71.5/99SF,75S113;201,,Low # density,,
SF,-71.5,292,100, -71.5/292SF,75S293;1,,Moderate # density; surrounding associated small plains?,,
SF,-73,106,150, -73/106SF,75S113;201,,Moderate to high # density,,
SF,-74,41,100, -74/41SF,75S023;1,,Moderate # density,,
SF,-74,243,100, -74/243SF,75S248;201,,Associated w/ridge belt; low # density,,
SF,-74.5,140,200, -74.5/140SF,75S158;201,,Low # density,,
SF,-75,195,300, -75/195SF,75S203;201,,Low to moderate # density;some Radar bright halos,,
SF,-75.5,166,150, -75.5/166SF,75S158;201,,Moderate # density,,
SF,-76.5,150,200, -76.5/150SF,75S158;201,,Moderate # density,,
SF,-76.5,332,150, -76.5/332SF,75S338;2,,Associated with faint (old?) ridge belt,,
SF,-78,117,200, -78/117SF,75S113;1,,Moderate # density; larger shields than typical; some may be aligned along NE structural trend,,
SF,-78.5,40,100, -78.5/40SF,75S068;1,,Moderate # density,,
SF,-78.5,43,150, -78.5/43SF,75S023;1,,Associated with -78/40CO,,
SF,-78.5,51,70, -78.5/51SF,75S068;201,,Low # density,,
SF,-82,73,75, -82/73SF,75S068;201,,Moderate # density,,
SF?,6,156,250, 6/156SF,00N163,,"Field of Radar bright aureoles w/radial outer margin pattern; shield edifices not seen commonly; ""old"" or transitional?",,
SF?,-5,344,250, -5/344SF,00N352,,Primarily Radar bright aureoles suggesting an SF field,,
SF?,-8.5,273,150X100, -8.5/273SF,15S266,,Field defined by Radar bright haloes only; clear example of this type of field,,
SF?,-10,348,300x200, -10/348SF,15S352,,"No distinct vents; ""quilted"" radialar Radar bright and Radar dark plains; may be old SF field",,
SF?,-20,194,200, -20/194SF,15S197,,Chain of small shields 200 km long; each shield ~10 km; about 10 or more shields,,
SF?,-29,340,60, -29/340SF,30S333,,Area of intermediate-sized small shields w/summit pits and some SSD-type edifices,,
SF?,-48,159,300, -48/159SF,45S159,,Mostly Radar bright aureoles and some sm shield edifices,,
,,,,,,,,,
,,,,,,,,,Ref 1 : Stofan
,,,,,,,,,Ref 2: Pavri
,,,,,,,,,Ref 3: Sqyres
,,,,,,,,,"Ref 4: Bulmer; MD, ""modified dome"""
